item_index,word,selected_option
282,человек,2149-N; ЧЕЛОВЕК; 
283,труд,"840-N; ТРУД; действие по глаг. работать; то, чем кто-нибудь занят, занятие"
284,война,1663-N; ВОЙНА; организованная вооруженная борьба между государствами или общественными классами
285,суд,661-N; СУД; 
286,труд,"840-N; ТРУД; действие по глаг. работать; то, чем кто-нибудь занят, занятие"
287,труд,"840-N; ТРУД; действие по глаг. работать; то, чем кто-нибудь занят, занятие"
288,жизнь,"114189-N; ЖИТЬ (СУЩЕСТВОВАТЬ); вести существование, быть живым"
289,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
290,сообщение,"106605-N; СООБЩЕНИЕ, ИЗВЕСТИЕ; передаваемое сведение, известие."
291,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
292,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
293,человек,2149-N; ЧЕЛОВЕК; 
294,жизнь,"114189-N; ЖИТЬ (СУЩЕСТВОВАТЬ); вести существование, быть живым"
295,человек,2149-N; ЧЕЛОВЕК; 
296,человек,2149-N; ЧЕЛОВЕК; 
297,жизнь,"114189-N; ЖИТЬ (СУЩЕСТВОВАТЬ); вести существование, быть живым"
298,право,"107696-N; ПРАВО (ВОЗМОЖНОСТЬ); обусловленная законом возможность делать, совершать что-либо, пользоваться чем-либо"
299,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
300,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
301,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
302,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
303,вред,"106486-N; ПОТЕРЯ, УРОН, УЩЕРБ; неблагоприятное воздействие, зло, ущерб"
304,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
305,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
306,представитель,"143594-N; ПРЕДСТАВИТЕЛЬ (ЛИЦО, ПРЕДСТАВЛЯЮЩЕЕ РАЗРЯД, ГРУППУ ЛЮДЕЙ); "
307,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
308,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
309,представитель,"143594-N; ПРЕДСТАВИТЕЛЬ (ЛИЦО, ПРЕДСТАВЛЯЮЩЕЕ РАЗРЯД, ГРУППУ ЛЮДЕЙ); "
310,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
311,суд,661-N; СУД; 
312,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
313,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
314,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
315,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
316,мысль,Спорный случай
317,слово,"107257-N; ВЫСКАЗЫВАНИЕ (ТО, ЧТО ВЫСКАЗАНО); "
318,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
319,организация,"106560-N; ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ; самостоятельное административно-хозяйственное учреждение или ведомство либо автономное подразделение такого учреждения."
320,сведение,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
321,организация,"106560-N; ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ; самостоятельное административно-хозяйственное учреждение или ведомство либо автономное подразделение такого учреждения."
322,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
323,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
324,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
325,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
326,вероисповедание,"141191-N; РЕЛИГИОЗНОЕ ВЕРОВАНИЕ; религиозная система, вероучение со свойственной ему обрядностью"
327,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
328,религия,"2201-N; РЕЛИГИЯ; вероисповедание, конфессия"
329,религия,"2201-N; РЕЛИГИЯ; вероисповедание, конфессия"
330,право,"107696-N; ПРАВО (ВОЗМОЖНОСТЬ); обусловленная законом возможность делать, совершать что-либо, пользоваться чем-либо"
331,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
332,вред,"106486-N; ПОТЕРЯ, УРОН, УЩЕРБ; неблагоприятное воздействие, зло, ущерб"
333,государство,445-N; ГОСУДАРСТВО; 
334,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
335,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
336,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
337,государство,445-N; ГОСУДАРСТВО; 
338,общество,"138577-N; ОБЩЕСТВО, СОЦИУМ; коллектив, множество людей, характеризующийся общностью социальной, экономической и культурной жизни"
339,дело,"106501-N; ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ; то, что люди делают, чем заполняют своё время"
340,представитель,"143594-N; ПРЕДСТАВИТЕЛЬ (ЛИЦО, ПРЕДСТАВЛЯЮЩЕЕ РАЗРЯД, ГРУППУ ЛЮДЕЙ); "
341,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
342,служба,"106506-N; СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА); служба, занятие, дело, как источник заработка"
343,служба,"106506-N; СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА); служба, занятие, дело, как источник заработка"
344,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
345,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
346,значение,Спорный случай
347,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
348,обращение,116816-N; ОБРАТИТЬСЯ СО СЛОВАМИ; 
349,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
350,средство,Нет верного варианта
351,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
352,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
353,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
354,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
355,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
356,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
357,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
358,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
359,профессия,"1614-N; ПРОФЕССИЯ; род трудовой деятельности, занятий, требующий определённой подготовки и являющийся обычно источником существования"
360,безопасность,3856-N; БЕЗОПАСНОСТЬ; 
361,гигиена,Спорный случай
362,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
363,условие,"106448-N; ТРЕБОВАНИЕ, УСЛОВИЕ; "
364,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
365,условие,"106445-N; УСЛОВИЕ ОСУЩЕСТВЛЕНИЯ, РЕАЛИЗАЦИИ; "
366,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
367,условие,"106450-N; ПРАВИЛА, ТРЕБОВАНИЯ; официальное предписание, установленный порядок"
368,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
369,государство,445-N; ГОСУДАРСТВО; 
370,условие,Спорный случай
371,государство,445-N; ГОСУДАРСТВО; 
372,условие,Спорный случай
373,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
374,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
375,сеть,"120197-N; СЕТЬ ОРГАНИЗАЦИЙ; совокупность расположенных поодаль друг от друга, рассеянных на какой-нибудь территории и связанных одной системой учреждений, предприятий и лиц"
376,условие,"106445-N; УСЛОВИЕ ОСУЩЕСТВЛЕНИЯ, РЕАЛИЗАЦИИ; "
377,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
378,государство,445-N; ГОСУДАРСТВО; 
379,счёт,Нет верного варианта
380,человек,2149-N; ЧЕЛОВЕК; 
381,человек,2149-N; ЧЕЛОВЕК; 
382,жизнь,"114189-N; ЖИТЬ (СУЩЕСТВОВАТЬ); вести существование, быть живым"
383,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
384,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
385,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
386,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
387,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
388,государство,445-N; ГОСУДАРСТВО; 
389,счёт,Нет верного варианта
390,помощь,"106472-N; ПОМОЩЬ, ПОДДЕРЖКА; "
391,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
392,уровень,"106761-N; УРОВЕНЬ (СТЕПЕНЬ ВЕЛИЧИНЫ, РАЗВИТИЯ); показатель величины, степень развития чего-либо"
393,государство,445-N; ГОСУДАРСТВО; 
394,человек,2149-N; ЧЕЛОВЕК; 
395,человек,2149-N; ЧЕЛОВЕК; 
396,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
397,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
398,человек,2149-N; ЧЕЛОВЕК; 
399,качество,"113275-N; КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ, ПРИГОДНОСТИ); "
400,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
401,государство,445-N; ГОСУДАРСТВО; 
402,государство,445-N; ГОСУДАРСТВО; 
403,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
404,семья,"761-N; СЕМЬЯ; группа людей или животных, связанных близко-родственными отношениями и, обычно, живущих вместе"
405,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
406,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
407,строительство,"145768-N; СТРОИТЕЛЬСТВО ДОМА, СООРУЖЕНИЯ; возведение зданий или иных сооружений"
408,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
409,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
410,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
411,образование,Нет верного варианта
412,организация,"106560-N; ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ; самостоятельное административно-хозяйственное учреждение или ведомство либо автономное подразделение такого учреждения."
413,государство,445-N; ГОСУДАРСТВО; 
414,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
415,язык,2798-N; ЯЗЫК; 
416,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
417,государство,445-N; ГОСУДАРСТВО; 
418,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
419,государство,445-N; ГОСУДАРСТВО; 
420,спорт,1622-N; СПОРТ; 
421,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
422,государство,445-N; ГОСУДАРСТВО; 
423,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
424,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
425,государство,445-N; ГОСУДАРСТВО; 
426,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
427,семья,"761-N; СЕМЬЯ; группа людей или животных, связанных близко-родственными отношениями и, обычно, живущих вместе"
428,поддержка,"106472-N; ПОМОЩЬ, ПОДДЕРЖКА; "
429,политика,6646-N; ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ; 
430,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
431,жизнь,"114189-N; ЖИТЬ (СУЩЕСТВОВАТЬ); вести существование, быть живым"
432,культура,1427-N; КУЛЬТУРА (СФЕРА ДЕЯТЕЛЬНОСТИ); 
433,государство,445-N; ГОСУДАРСТВО; 
434,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
435,культура,1427-N; КУЛЬТУРА (СФЕРА ДЕЯТЕЛЬНОСТИ); 
436,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
437,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
438,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
439,вред,"106486-N; ПОТЕРЯ, УРОН, УЩЕРБ; неблагоприятное воздействие, зло, ущерб"
440,мир,Нет верного варианта
441,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
442,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
443,человек,2149-N; ЧЕЛОВЕК; 
444,государство,445-N; ГОСУДАРСТВО; 
445,связь,106646-N; ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ; 
446,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
447,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
448,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
449,государство,445-N; ГОСУДАРСТВО; 
450,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
451,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
452,народ,"369-N; НАСЕЛЕНИЕ; совокупность жителей какой-либо области, местности и т. п."
453,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
454,кыргыз,"106157-N; КИРГИЗЫ; представитель тюркоязычного народа, составляющего коренное население Киргизии; житель, уроженец или гражданин Киргизии"
455,государство,445-N; ГОСУДАРСТВО; 
456,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
457,условие,"106450-N; ПРАВИЛА, ТРЕБОВАНИЯ; официальное предписание, установленный порядок"
458,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
459,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
460,паспорт,"2429-N; ПАСПОРТ ГРАЖДАНИНА; документ, являющийся удостоверением личности и видом на жительство."
461,государство,445-N; ГОСУДАРСТВО; 
462,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
463,государство,445-N; ГОСУДАРСТВО; 
464,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
465,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
466,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
467,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
468,человек,2149-N; ЧЕЛОВЕК; 
469,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
470,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
471,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
472,человек,2149-N; ЧЕЛОВЕК; 
473,государство,445-N; ГОСУДАРСТВО; 
474,правило,"106450-N; ПРАВИЛА, ТРЕБОВАНИЯ; официальное предписание, установленный порядок"
475,общество,"138577-N; ОБЩЕСТВО, СОЦИУМ; коллектив, множество людей, характеризующийся общностью социальной, экономической и культурной жизни"
476,человек,2149-N; ЧЕЛОВЕК; 
477,человек,2149-N; ЧЕЛОВЕК; 
478,человек,2149-N; ЧЕЛОВЕК; 
479,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
480,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
481,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
482,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
483,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
484,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
485,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
486,условие,"106450-N; ПРАВИЛА, ТРЕБОВАНИЯ; официальное предписание, установленный порядок"
487,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
488,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
489,человек,2149-N; ЧЕЛОВЕК; 
490,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
491,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
492,государство,445-N; ГОСУДАРСТВО; 
493,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
494,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
495,человек,2149-N; ЧЕЛОВЕК; 
496,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
